	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_hits	vogdb_id	vogdb_categories	vogdb_hit	heme_regulatory_motif_count
MAG06_MAG06_40_5	MAG06	MAG06_40	5	3270	4184	1	C	K00963	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]								Nucleotidyl transferase [PF00483.24]; MobA-like NTP transferase domain [PF12804.8]		sp|P55257|RMLA_YEREN	Xh	sp|P55257|RMLA_YEREN Glucose-1-phosphate thymidylyltransferase; Xh	0
MAG06_MAG06_40_6	MAG06	MAG06_40	6	4254	4988	-1	C	K00782	L-lactate dehydrogenase complex protein LldG								LUD domain [PF02589.16]					0
MAG06_MAG06_40_7	MAG06	MAG06_40	7	4981	6468	-1	C	K18929	L-lactate dehydrogenase complex protein LldF								LUD domain [PF02589.16]; 4Fe-4S dicluster domain [PF13183.7]; 4Fe-4S dicluster domain [PF13237.7]; 4Fe-4S dicluster domain [PF13534.7]; Domain of unknown function (DUF3390) [PF11870.9]; 4Fe-4S dicluster domain [PF13187.7]; 4Fe-4S dicluster domain [PF12838.8]; 4Fe-4S dicluster domain [PF14697.7]; 4Fe-4S double cluster binding domain [PF13484.7]					0
MAG06_MAG06_40_8	MAG06	MAG06_40	8	6469	7338	-1	C	K18928	L-lactate dehydrogenase complex protein LldE								Cysteine-rich domain [PF02754.17]					0
MAG06_MAG06_40_9	MAG06	MAG06_40	9	7533	8465	1	C	K00384	thioredoxin reductase (NADPH) [EC:1.8.1.9]								Pyridine nucleotide-disulphide oxidoreductase [PF07992.15]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.7]; Flavin-binding monooxygenase-like [PF00743.20]; Lycopene cyclase protein [PF05834.13]; HI0933-like protein [PF03486.15]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.28]; FAD dependent oxidoreductase [PF12831.8]; Thi4 family [PF01946.18]; FAD binding domain [PF01494.20]; FAD binding domain [PF00890.25]; FAD dependent oxidoreductase [PF01266.25]		sp|P23160|R34K_CLOPA	Xh	sp|P23160|R34K_CLOPA 34.2 kDa protein in rubredoxin operon; Xh	0
MAG06_MAG06_40_10	MAG06	MAG06_40	10	8559	9728	1	C	K01439	succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	MER0092181	M20A	MER0092181 - acetylornithine deacetylase ArgE (Lactobacillus reuteri) [M20.974]#M20A#{peptidase unit: 5-361}~source ZP_03975158~	True	0.959	722.0	2.7110000000000004e-234	Peptidase family M20/M25/M40 [PF01546.29]; Peptidase dimerisation domain [PF07687.15]					0
MAG06_MAG06_40_11	MAG06	MAG06_40	11	9987	10754	1	C	K02030	polar amino acid transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 3 [PF00497.21]; NMT1/THI5 like [PF09084.12]					0
MAG06_MAG06_41_1	MAG06	MAG06_41	1	31	255	1	C	K07729	putative transcriptional regulator								Helix-turn-helix domain [PF12844.8]; Helix-turn-helix [PF01381.23]; Helix-turn-helix domain [PF13560.7]; Cro/C1-type HTH DNA-binding domain [PF13443.7]					0
MAG06_MAG06_41_2	MAG06	MAG06_41	2	224	847	1	D										Protein of unknown function (DUF3278) [PF11683.9]					0
MAG06_MAG06_41_3	MAG06	MAG06_41	3	1001	1195	1	E															0
MAG06_MAG06_41_4	MAG06	MAG06_41	4	1559	2590	1	D			MER0118797	C40	MER0118797 - family C40 non-peptidase homologues (Lactobacillus reuteri) [C40.UNW]#C40#{peptidase unit: 233-338}~source EDX43197~	False	0.992	224.0	4.787000000000001e-63	NlpC/P60 family [PF00877.20]; LysM domain [PF01476.21]					0
MAG06_MAG06_41_5	MAG06	MAG06_41	5	2965	3960	1	C	K01989	putative tryptophan/tyrosine transport system substrate-binding protein								ABC transporter substrate binding protein [PF04392.13]					0
MAG06_MAG06_41_6	MAG06	MAG06_41	6	3957	4856	1	C	K05832	putative tryptophan/tyrosine transport system permease protein								Branched-chain amino acid transport system / permease component [PF02653.17]					0
MAG06_MAG06_41_7	MAG06	MAG06_41	7	4849	5613	1	C	K05833	putative tryptophan/tyrosine transport system ATP-binding protein								ABC transporter [PF00005.28]					0
MAG06_MAG06_41_8	MAG06	MAG06_41	8	5679	6242	1	D										Cadmium resistance transporter [PF03596.14]					0
MAG06_MAG06_41_9	MAG06	MAG06_41	9	6290	6622	1	E															0
MAG06_MAG06_41_10	MAG06	MAG06_41	10	6853	8175	1	C	K18908	multidrug efflux pump								MatE [PF01554.19]					0
MAG06_MAG06_41_11	MAG06	MAG06_41	11	8245	8562	-1	C	K03671	thioredoxin 1								Thioredoxin [PF00085.21]; Thioredoxin-like [PF13905.7]; Redoxin [PF08534.11]; AhpC/TSA family [PF00578.22]; F plasmid transfer operon protein [PF13728.7]; Thioredoxin-like [PF13899.7]; Thioredoxin-like domain [PF13098.7]; Thioredoxin domain [PF13192.7]; Phosducin [PF02114.17]					0
MAG06_MAG06_41_12	MAG06	MAG06_41	12	8564	9319	-1	D										Integral membrane protein TerC family [PF03741.17]		sp|P18780|TERC_ALCSP	Xh	sp|P18780|TERC_ALCSP Tellurium resistance protein TerC; Xh	0
MAG06_MAG06_41_13	MAG06	MAG06_41	13	9338	10258	-1	D										RNA pseudouridylate synthase [PF00849.23]					0
MAG06_MAG06_41_14	MAG06	MAG06_41	14	10405	10524	1	E															0
MAG06_MAG06_42_1	MAG06	MAG06_42	1	1	213	1	E															0
MAG06_MAG06_42_2	MAG06	MAG06_42	2	435	2450	1	C	K03702	excinuclease ABC subunit B								Type III restriction enzyme, res subunit [PF04851.16]; UvrB interaction domain [PF17757.2]; Ultra-violet resistance protein B [PF12344.9]; Helicase conserved C-terminal domain [PF00271.32]					0
MAG06_MAG06_42_3	MAG06	MAG06_42	3	2466	5330	1	C	K03701	excinuclease ABC subunit A								UvrA interaction domain [PF17760.2]; UvrA DNA-binding domain [PF17755.2]; ABC transporter [PF00005.28]					2
MAG06_MAG06_42_4	MAG06	MAG06_42	4	5599	6930	1	D										Amino acid permease [PF13520.7]; Amino acid permease [PF00324.22]					0
MAG06_MAG06_42_5	MAG06	MAG06_42	5	7038	7910	1	C	K06958	RNase adapter protein RapZ								P-loop ATPase protein family [PF03668.16]					0
MAG06_MAG06_42_6	MAG06	MAG06_42	6	7926	8912	1	D										Uncharacterised protein family UPF0052 [PF01933.19]					0
MAG06_MAG06_42_7	MAG06	MAG06_42	7	8931	9872	1	C	K09762	uncharacterized protein								WhiA LAGLIDADG-like domain [PF14527.7]; WhiA C-terminal HTH domain [PF02650.15]; WhiA N-terminal LAGLIDADG-like domain [PF10298.10]					0
MAG06_MAG06_42_8	MAG06	MAG06_42	8	9949	10062	-1	E															0
MAG06_MAG06_42_9	MAG06	MAG06_42	9	10381	10512	1	E															0
MAG06_MAG06_43_1	MAG06	MAG06_43	1	339	1349	1	D										Alcohol dehydrogenase GroES-like domain [PF08240.13]; Glucose dehydrogenase C-terminus [PF16912.6]		sp|Q5UQG2|YL498_MIMIV	Xh;Xs	sp|Q5UQG2|YL498_MIMIV Probable zinc-type alcohol dehydrogenase-like protein L498; XhXs	0
MAG06_MAG06_43_2	MAG06	MAG06_43	2	1557	2069	1	E															0
MAG06_MAG06_43_3	MAG06	MAG06_43	3	2080	3138	1	C	K02004	putative ABC transport system permease protein													0
MAG06_MAG06_43_4	MAG06	MAG06_43	4	3156	3845	1	D										ABC transporter [PF00005.28]; RecF/RecN/SMC N terminal domain [PF02463.20]					0
MAG06_MAG06_43_5	MAG06	MAG06_43	5	3942	5924	1	C	K02003	putative ABC transport system ATP-binding protein								ABC transporter [PF00005.28]; FtsX-like permease family [PF02687.22]; RecF/RecN/SMC N terminal domain [PF02463.20]					0
MAG06_MAG06_43_6	MAG06	MAG06_43	6	6032	6268	1	E															0
MAG06_MAG06_43_7	MAG06	MAG06_43	7	6373	6690	-1	D										Helix-turn-helix domain [PF12840.8]; Bacterial regulatory protein, arsR family [PF01022.21]					0
MAG06_MAG06_43_8	MAG06	MAG06_43	8	6855	8567	-1	C	K02395	peptidoglycan hydrolase FlgJ	MER0161366	M23B	MER0161366 - subfamily M23B non-peptidase homologues (Lactobacillus reuteri) [M23.UNB]#M23B#{peptidase unit: 479-568}~source ABQ84091~	False	0.852	161.0	2.087e-39	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.21]; LysM domain [PF01476.21]	CBM50 Modules of approx. 50 residues found attached to various enzymes from families GH18, GH19, GH23, GH24, GH25 and GH73, i.e. enzymes cleaving either chitin or peptidoglycan. Binding to chitopentaose demonstrated in the case of Pteris ryukyuensis chitinase A [Ohnuma T et al. (2008) J. Biol. Chem. 283:5178-87 (PMID: 18083709)]. CBM50 modules are also found in a multitude of other enzymes targeting the petidoglycan such as peptidases and amidases. These enzymes are not reported in the list below. [CBM50]; CBM50 Modules of approx. 50 residues found attached to various enzymes from families GH18, GH19, GH23, GH24, GH25 and GH73, i.e. enzymes cleaving either chitin or peptidoglycan. Binding to chitopentaose demonstrated in the case of Pteris ryukyuensis chitinase A [Ohnuma T et al. (2008) J. Biol. Chem. 283:5178-87 (PMID: 18083709)]. CBM50 modules are also found in a multitude of other enzymes targeting the petidoglycan such as peptidases and amidases. These enzymes are not reported in the list below. [CBM50]; CBM50 Modules of approx. 50 residues found attached to various enzymes from families GH18, GH19, GH23, GH24, GH25 and GH73, i.e. enzymes cleaving either chitin or peptidoglycan. Binding to chitopentaose demonstrated in the case of Pteris ryukyuensis chitinase A [Ohnuma T et al. (2008) J. Biol. Chem. 283:5178-87 (PMID: 18083709)]. CBM50 modules are also found in a multitude of other enzymes targeting the petidoglycan such as peptidases and amidases. These enzymes are not reported in the list below. [CBM50]; CBM50 Modules of approx. 50 residues found attached to various enzymes from families GH18, GH19, GH23, GH24, GH25 and GH73, i.e. enzymes cleaving either chitin or peptidoglycan. Binding to chitopentaose demonstrated in the case of Pteris ryukyuensis chitinase A [Ohnuma T et al. (2008) J. Biol. Chem. 283:5178-87 (PMID: 18083709)]. CBM50 modules are also found in a multitude of other enzymes targeting the petidoglycan such as peptidases and amidases. These enzymes are not reported in the list below. [CBM50]; GH73 lysozyme (EC 3.2.1.17); mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase (EC 3.2.1.96); peptidoglycan hydrolase with endo-beta-N-acetylglucosaminidase specificity (EC 3.2.1.-) [GH73]	sp|Q9I4P4|FLGJ_PSEAE	Xh	sp|Q9I4P4|FLGJ_PSEAE Peptidoglycan hydrolase FlgJ; Xh	0
MAG06_MAG06_43_9	MAG06	MAG06_43	9	8994	9938	1	D										Periplasmic binding proteins and sugar binding domain of LacI family [PF00532.22]; Periplasmic binding protein-like domain [PF13377.7]; Bacterial regulatory proteins, lacI family [PF00356.22]; Periplasmic binding protein domain [PF13407.7]					0
MAG06_MAG06_43_10	MAG06	MAG06_43	10	10071	10256	-1	E															0
MAG06_MAG06_44_1	MAG06	MAG06_44	1	3	458	1	C	K00783	23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]								Predicted SPOUT methyltransferase [PF02590.18]					0
MAG06_MAG06_44_2	MAG06	MAG06_44	2	621	818	1	E															0
MAG06_MAG06_44_3	MAG06	MAG06_44	3	892	1428	1	D										NADPH-dependent FMN reductase [PF03358.16]; Flavodoxin-like fold [PF02525.18]					0
MAG06_MAG06_44_4	MAG06	MAG06_44	4	1647	2819	1	C	K00086	1,3-propanediol dehydrogenase [EC:1.1.1.202]								Iron-containing alcohol dehydrogenase [PF00465.20]; Iron-containing alcohol dehydrogenase [PF13685.7]					0
MAG06_MAG06_44_5	MAG06	MAG06_44	5	3063	3926	1	C	K05340	glucose uptake protein								Sugar transport protein [PF06800.13]; Transmembrane family, TMEM144 of transporters [PF07857.13]					0
MAG06_MAG06_44_6	MAG06	MAG06_44	6	4041	4817	-1	D										Glyoxalase-like domain [PF13468.7]					0
MAG06_MAG06_44_7	MAG06	MAG06_44	7	4819	5631	-1	C	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]								Pyrroline-5-carboxylate reductase dimerisation [PF14748.7]; NADP oxidoreductase coenzyme F420-dependent [PF03807.18]					0
MAG06_MAG06_44_8	MAG06	MAG06_44	8	5932	7305	1	D										Aldehyde dehydrogenase family [PF00171.23]					0
MAG06_MAG06_44_9	MAG06	MAG06_44	9	7343	8563	1	D										Barrel-sandwich domain of CusB or HlyD membrane-fusion [PF16576.6]					0
MAG06_MAG06_44_10	MAG06	MAG06_44	10	8565	9263	1	C	K02003	putative ABC transport system ATP-binding protein								ABC transporter [PF00005.28]; RecF/RecN/SMC N terminal domain [PF02463.20]					0
MAG06_MAG06_44_11	MAG06	MAG06_44	11	9250	10443	1	C	K02004	putative ABC transport system permease protein								MacB-like periplasmic core domain [PF12704.8]; FtsX-like permease family [PF02687.22]					0
MAG06_MAG06_45_1	MAG06	MAG06_45	1	2	82	-1	E															0
MAG06_MAG06_45_2	MAG06	MAG06_45	2	125	736	-1	D										Helix-turn-helix domain [PF12844.8]; Helix-turn-helix [PF01381.23]; Helix-turn-helix domain [PF13560.7]; Bacteriophage CI repressor helix-turn-helix domain [PF07022.14]; Antitoxin component of bacterial toxin-antitoxin system, MqsA [PF15731.6]					0
MAG06_MAG06_45_3	MAG06	MAG06_45	3	944	2485	1	D										ABC transporter [PF00005.28]; ABC transporter [PF12848.8]; RecF/RecN/SMC N terminal domain [PF02463.20]					0
MAG06_MAG06_45_4	MAG06	MAG06_45	4	2526	3305	1	D										Putative ABC-transporter type IV [PF06541.12]					0
MAG06_MAG06_45_5	MAG06	MAG06_45	5	3382	3975	1	C	K02395	peptidoglycan hydrolase FlgJ								Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.21]; YceG-like family [PF02618.17]	GH73 lysozyme (EC 3.2.1.17); mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase (EC 3.2.1.96); peptidoglycan hydrolase with endo-beta-N-acetylglucosaminidase specificity (EC 3.2.1.-) [GH73]	sp|Q9I4P4|FLGJ_PSEAE	Xh	sp|Q9I4P4|FLGJ_PSEAE Peptidoglycan hydrolase FlgJ; Xh	0
MAG06_MAG06_45_6	MAG06	MAG06_45	6	4048	5433	-1	C	K03311	branched-chain amino acid:cation transporter, LIVCS family								Branched-chain amino acid transport protein [PF05525.14]					0
MAG06_MAG06_45_7	MAG06	MAG06_45	7	5788	7023	-1	D										Uncharacterized protein conserved in bacteria (DUF2325) [PF10087.10]					0
MAG06_MAG06_45_8	MAG06	MAG06_45	8	7159	8238	1	C	K07097	uncharacterized protein								DHHA1 domain [PF02272.20]		sp|P28355|RECJ_SALTY	Xu	sp|P28355|RECJ_SALTY Single-stranded-DNA-specific exonuclease RecJ; Xu	0
MAG06_MAG06_45_9	MAG06	MAG06_45	9	8427	8711	-1	E															0
MAG06_MAG06_45_10	MAG06	MAG06_45	10	8939	9952	1	D										PD-(D/E)XK nuclease family transposase [PF12784.8]					0
MAG06_MAG06_45_11	MAG06	MAG06_45	11	10057	10278	1	E															0
MAG06_MAG06_46_1	MAG06	MAG06_46	1	87	1808	-1	C	K18104	ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]								ABC transporter [PF00005.28]; ABC transporter transmembrane region [PF00664.24]					0
MAG06_MAG06_46_2	MAG06	MAG06_46	2	1896	2330	-1	C	K18909	MarR family transcriptional regulator, repressor for mepA								MarR family [PF01047.23]; MarR family [PF12802.8]; Winged helix DNA-binding domain [PF13463.7]					0
MAG06_MAG06_46_3	MAG06	MAG06_46	3	2932	3489	1	D										Helix-turn-helix domain [PF12844.8]; Helix-turn-helix [PF01381.23]					0
MAG06_MAG06_46_4	MAG06	MAG06_46	4	3520	4398	-1	D										Polyphosphate kinase 2 (PPK2) [PF03976.15]					0
MAG06_MAG06_46_5	MAG06	MAG06_46	5	4502	4828	-1	E															1
MAG06_MAG06_46_6	MAG06	MAG06_46	6	4841	6043	-1	D										Major Facilitator Superfamily [PF07690.17]; MFS_1 like family [PF12832.8]					0
MAG06_MAG06_46_7	MAG06	MAG06_46	7	6165	7556	-1	C	K02314	replicative DNA helicase [EC:3.6.4.12]								DnaB-like helicase C terminal domain [PF03796.16]; DnaB-like helicase N terminal domain [PF00772.22]; AAA domain [PF13481.7]; Rad51 [PF08423.12]; KaiC [PF06745.14]		sp|P04530|VG41_BPT4	Xh;Xr	sp|P04530|VG41_BPT4 ATP-dependent helicase 41; XhXr	0
MAG06_MAG06_46_8	MAG06	MAG06_46	8	7590	8042	-1	C	K02939	large subunit ribosomal protein L9								Ribosomal protein L9, C-terminal domain [PF03948.15]; Ribosomal protein L9, N-terminal domain [PF01281.20]					0
MAG06_MAG06_46_9	MAG06	MAG06_46	9	8048	10066	-1	C	K22927	cyclic-di-AMP phosphodiesterase [EC:3.1.4.59]								DHH family [PF01368.21]					0
MAG06_MAG06_47_1	MAG06	MAG06_47	1	236	1024	1	C	K00931	glutamate 5-kinase [EC:2.7.2.11]								Amino acid kinase family [PF00696.29]					0
MAG06_MAG06_47_2	MAG06	MAG06_47	2	1036	2280	1	C	K00147	glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]								Aldehyde dehydrogenase family [PF00171.23]					0
MAG06_MAG06_47_3	MAG06	MAG06_47	3	2298	3071	1	C	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]								Pyrroline-5-carboxylate reductase dimerisation [PF14748.7]; NADP oxidoreductase coenzyme F420-dependent [PF03807.18]					0
MAG06_MAG06_47_4	MAG06	MAG06_47	4	3188	4219	-1	C	K01409	N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]								tRNA N6-adenosine threonylcarbamoyltransferase [PF00814.26]; Carbamoyltransferase N-terminus [PF02543.16]		sp|A6TE46|TSAD_KLEP7	Xh;Xr	sp|A6TE46|TSAD_KLEP7 tRNA N6-adenosine threonylcarbamoyltransferase; XhXr	0
MAG06_MAG06_47_5	MAG06	MAG06_47	5	4238	4792	-1	C	K03789	[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]								Acetyltransferase (GNAT) family [PF00583.26]; Acetyltransferase (GNAT) domain [PF13420.8]; Acetyltransferase (GNAT) domain [PF13508.8]; Acetyltransferase (GNAT) domain [PF13302.8]; Acetyltransferase (GNAT) domain [PF13673.8]; FR47-like protein [PF08445.11]		REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0
MAG06_MAG06_47_6	MAG06	MAG06_47	6	4776	5501	-1	C	K14742	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB								tRNA N6-adenosine threonylcarbamoyltransferase [PF00814.26]					0
MAG06_MAG06_47_7	MAG06	MAG06_47	7	5645	6640	-1	C	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]								GDP-mannose 4,6 dehydratase [PF16363.6]; NAD dependent epimerase/dehydratase family [PF01370.22]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.20]; RmlD substrate binding domain [PF04321.18]; Polysaccharide biosynthesis protein [PF02719.16]; Male sterility protein [PF07993.13]; NmrA-like family [PF05368.14]; NAD(P)H-binding [PF13460.7]; short chain dehydrogenase [PF00106.26]		sp|Q9EQC1|3BHS7_MOUSE	Xh	sp|Q9EQC1|3BHS7_MOUSE 3 beta-hydroxysteroid dehydrogenase type 7; Xh	0
MAG06_MAG06_47_8	MAG06	MAG06_47	8	6752	7723	-1	C	K01524	exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]								Ppx/GppA phosphatase family [PF02541.17]					0
MAG06_MAG06_47_9	MAG06	MAG06_47	9	7727	9970	-1	C	K00937	polyphosphate kinase [EC:2.7.4.1]								Polyphosphate kinase C-terminal domain 1 [PF17941.2]; Polyphosphate kinase C-terminal domain 2 [PF13090.7]; Polyphosphate kinase middle domain [PF02503.18]; Polyphosphate kinase N-terminal domain [PF13089.7]					0
MAG06_MAG06_47_10	MAG06	MAG06_47	10	9972	10202	-1	E															0
MAG06_MAG06_48_1	MAG06	MAG06_48	1	3	692	-1	C	K09861	uncharacterized protein								Peroxide stress protein YaaA [PF03883.15]					0
MAG06_MAG06_48_2	MAG06	MAG06_48	2	944	1687	1	C	K07149	uncharacterized protein													0
MAG06_MAG06_48_3	MAG06	MAG06_48	3	1712	2119	1	D										Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF13669.7]; Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF00903.26]					0
MAG06_MAG06_48_4	MAG06	MAG06_48	4	2177	2449	-1	E															0
MAG06_MAG06_48_5	MAG06	MAG06_48	5	2583	3071	1	D										Protein of unknown function (DUF1694) [PF07997.12]					0
MAG06_MAG06_48_6	MAG06	MAG06_48	6	3075	4379	1	C	K07478	putative ATPase								MgsA AAA+ ATPase C terminal [PF12002.9]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.13]; AAA C-terminal domain [PF16193.6]; ATPase family associated with various cellular activities (AAA) [PF00004.30]; AAA domain (dynein-related subfamily) [PF07728.15]; DNA polymerase III, delta subunit [PF13177.7]		sp|O34528|YRVN_BACSU	Xh	sp|O34528|YRVN_BACSU Uncharacterized AAA domain-containing protein YrvN; Xh	0
MAG06_MAG06_48_7	MAG06	MAG06_48	7	4686	4982	1	E															0
MAG06_MAG06_48_8	MAG06	MAG06_48	8	5066	5554	1	D										Universal stress protein family [PF00582.27]					0
MAG06_MAG06_48_9	MAG06	MAG06_48	9	5666	6763	1	C	K02103	GntR family transcriptional regulator, arabinose operon transcriptional repressor								Periplasmic binding proteins and sugar binding domain of LacI family [PF00532.22]; Periplasmic binding protein-like domain [PF13377.7]; Periplasmic binding protein domain [PF13407.7]; Bacterial regulatory proteins, gntR family [PF00392.22]					0
MAG06_MAG06_48_10	MAG06	MAG06_48	10	6756	7598	1	C	K06221	2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]								Aldo/keto reductase family [PF00248.22]					0
MAG06_MAG06_48_11	MAG06	MAG06_48	11	7687	8256	-1	C	K00661	maltose O-acetyltransferase [EC:2.3.1.79]								Maltose acetyltransferase [PF12464.9]; Hexapeptide repeat of succinyl-transferase [PF14602.7]; Bacterial transferase hexapeptide (six repeats) [PF00132.25]		REFSEQ	Xu	REFSEQ serine acetyltransferase; Xu	0
MAG06_MAG06_48_12	MAG06	MAG06_48	12	8341	9762	-1	C	K01804	L-arabinose isomerase [EC:5.3.1.4]								L-arabinose isomerase [PF02610.16]; L-arabinose isomerase C-terminal domain [PF11762.9]					0
MAG06_MAG06_48_13	MAG06	MAG06_48	13	9816	10169	-1	D										Class II Aldolase and Adducin N-terminal domain [PF00596.22]					0
MAG06_MAG06_49_1	MAG06	MAG06_49	1	2	7417	1	D										Domain of Unknown Function (DUF1542) [PF07564.12]					0
MAG06_MAG06_49_2	MAG06	MAG06_49	2	7732	8247	1	D										Glutaminase [PF04960.16]					0
MAG06_MAG06_49_3	MAG06	MAG06_49	3	8280	8678	1	C	K01425	glutaminase [EC:3.5.1.2]								Glutaminase [PF04960.16]					0
MAG06_MAG06_49_4	MAG06	MAG06_49	4	8722	9738	-1	C	K03740	D-alanine transfer protein								DltD protein [PF04914.13]					0
MAG06_MAG06_5_1	MAG06	MAG06_5	1	23	664	1	C	K10773	endonuclease III [EC:4.2.99.18]								HhH-GPD superfamily base excision DNA repair protein [PF00730.26]; Helix-hairpin-helix motif [PF00633.24]					0
MAG06_MAG06_5_2	MAG06	MAG06_5	2	691	969	1	D										FMN-binding domain [PF04205.15]					0
MAG06_MAG06_5_3	MAG06	MAG06_5	3	1051	2247	-1	C	K08153	MFS transporter, DHA1 family, multidrug resistance protein								Major Facilitator Superfamily [PF07690.17]; Transmembrane secretion effector [PF05977.14]; Sugar (and other) transporter [PF00083.25]; MFS/sugar transport protein [PF13347.7]; MFS_1 like family [PF12832.8]; Fungal trichothecene efflux pump (TRI12) [PF06609.14]					0
MAG06_MAG06_5_4	MAG06	MAG06_5	4	2394	3326	-1	D										lactate/malate dehydrogenase, NAD binding domain [PF00056.24]; lactate/malate dehydrogenase, alpha/beta C-terminal domain [PF02866.19]					0
MAG06_MAG06_5_5	MAG06	MAG06_5	5	3847	4698	1	C	K02073	D-methionine transport system substrate-binding protein								NLPA lipoprotein [PF03180.15]					0
MAG06_MAG06_5_6	MAG06	MAG06_5	6	4711	5775	1	C	K02071	D-methionine transport system ATP-binding protein								ABC transporter [PF00005.28]; NIL domain [PF09383.11]; Putative exonuclease SbcCD, C subunit [PF13558.7]					0
MAG06_MAG06_5_7	MAG06	MAG06_5	7	5768	6457	1	C	K02072	D-methionine transport system permease protein													0
MAG06_MAG06_5_8	MAG06	MAG06_5	8	6476	7621	1	C	K01439	succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	MER0092170	M20A	MER0092170 - acetylornithine deacetylase ArgE (Lactobacillus reuteri) [M20.974]#M20A#{peptidase unit: 5-380}~source YP_001270797~	True	0.957	758.0	6.621e-247	Peptidase family M20/M25/M40 [PF01546.29]; Peptidase dimerisation domain [PF07687.15]; Peptidase family M28 [PF04389.18]					0
MAG06_MAG06_5_9	MAG06	MAG06_5	9	7967	9304	1	D			MER0133461	M50	MER0133461 - family M50 non-peptidase homologues (Sebaldella termitidis) [M50.UNW]#M50#{peptidase unit: 89-186}~source ACZ09042~	False	0.495	91.0	1.404e-17	Voltage gated chloride channel [PF00654.21]					0
MAG06_MAG06_5_10	MAG06	MAG06_5	10	9517	9945	-1	D										SelR domain [PF01641.19]					0
MAG06_MAG06_5_11	MAG06	MAG06_5	11	10020	10658	-1	C	K05846	osmoprotectant transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.23]					0
MAG06_MAG06_5_12	MAG06	MAG06_5	12	10651	11421	-1	C	K05847	osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]								ABC transporter [PF00005.28]					0
MAG06_MAG06_5_13	MAG06	MAG06_5	13	11396	12061	-1	C	K05846	osmoprotectant transport system permease protein													0
MAG06_MAG06_5_14	MAG06	MAG06_5	14	12126	13025	-1	C	K05845	osmoprotectant transport system substrate-binding protein								Substrate binding domain of ABC-type glycine betaine transport system [PF04069.13]					0
MAG06_MAG06_5_15	MAG06	MAG06_5	15	13174	13629	1	D										Iron-dependent Transcriptional regulator [PF02082.21]					0
MAG06_MAG06_5_16	MAG06	MAG06_5	16	13632	14486	1	C	K19267	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]								NmrA-like family [PF05368.14]; NAD(P)H-binding [PF13460.7]; NAD dependent epimerase/dehydratase family [PF01370.22]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.20]					0
MAG06_MAG06_5_17	MAG06	MAG06_5	17	14521	14652	1	E															0
MAG06_MAG06_5_18	MAG06	MAG06_5	18	14708	15892	-1	C	K01839	phosphopentomutase [EC:5.4.2.7]								Metalloenzyme superfamily [PF01676.19]					0
MAG06_MAG06_5_19	MAG06	MAG06_5	19	15996	16217	1	E															0
MAG06_MAG06_5_20	MAG06	MAG06_5	20	16177	17793	1	D										E1-E2 ATPase [PF00122.21]; haloacid dehalogenase-like hydrolase [PF00702.27]					0
MAG06_MAG06_5_21	MAG06	MAG06_5	21	17977	18711	-1	D			MER0084996	M10B	MER0084996 - subfamily M10B unassigned peptidases (Lactobacillus reuteri) [M10.UPB]#M10B#{peptidase unit: 98-240}~source BAG24686~	False	0.946	286.0	3.901e-86	Matrixin [PF00413.25]; Dual-action HEIGH metallo-peptidase [PF12388.9]					0
MAG06_MAG06_5_22	MAG06	MAG06_5	22	18787	19491	-1	E															0
